

22,150
31,150
36,150
62,250
64,250
78,250
83,200
101,250
132,300
136,250
139,250
143,250
155,300
163,300
198,300
200,350
204,300
213,300
224,350
226,250
239,200
247,350
263,350

1,0
4,0
8,0
14,100
16,0
37,200
57,200
74,250
95,350
114,250
117,350
140,250
155,350
198,350
199,150
215,150

10,50
39,150

12,0
48,100
65,150
66,250
68,150
120,400
121,100
136,450
142,0

17,50
20,100
23,50
24,100
36,100
47,100
57,100
58,100
77,150
81,150
93,150
94,100
100,150
108,100
112,150
120,100
132,100
143,150
174,200
222,200
308,250
309,350
315,250
316,350
319,250
336,350
349,250
361,350
363,300
368,300
402,350
410,300
429,300
431,350
439,300
486,350
494,350
569,350
574,350
577,350
584,350
592,400
598,350
626,400
632,350
637,350
638,400
668,400
670,400
672,400
682,400
691,400
733,400
770,450
826,400
853,400
901,550
967,600
968,400
980,400
1011,600
1019,600
1065,600
1071,600
1076,600
1144,400
1164,400
1174,600
1199,400
1223,600
1224,400
1235,600
1268,400
1296,600
1327,400
1350,600
1358,600
1385,600
1397,600
1401,400
1407,400
1424,600
1500,600
1551,600
1558,600
1567,600
1568,400
1583,600
1587,400
1600,400
1610,600
1623,400
1629,400
1635,400
1636,600
1650,400
1651,600
1692,600
1713,400
1748,400
1786,600
1793,400
1820,400
1823,400
1826,400
1829,400
1837,600
1846,600
1848,400
1877,600
1881,600
1941,400
1966,400
1983,400
1988,400
1998,600
2019,600
2033,400
2080,400
2108,600
2113,400
2114,400
2115,400
2116,400
2117,400
2139,400
2197,400
2198,600
2220,600
2229,400
2240,400
2255,400
2280,600
2324,600
2331,600

20,100
53,250
55,200
92,250
95,200

44,150
65,200
68,200
76,200
88,250

1,0
2,0
53,0
86,150
93,50
108,200
109,150
116,200
117,150
158,150
186,150
189,250
192,150
198,150
203,300
218,300
223,150
226,150
267,200
290,300
310,300
330,350
333,300
367,300
420,100
421,400
427,0

8,0
21,50
64,100
90,150
110,200
139,0
160,100
189,50
207,200
219,200
239,250
282,350
339,-150

26,0
36,0
41,250
53,0
65,300
81,400
120,450

10,0
52,200
85,200
103,300
124,150
131,300
147,350
156,350
183,200

57,150
74,0
95,0
118,0
193,-50
212,300
239,350
276,250
293,150
299,150
300,400
304,150
316,250
322,250
343,600
344,250
401,750

46,50
63,300
113,50
117,100
128,400
152,400
205,450
211,450
221,500

1,0
5,0
7,50
24,50
65,100
70,0
88,50
90,200
120,0
160,100
188,50

26,100
43,100
56,50
91,100
100,100
114,400
119,400
137,50
146,0

4,0
12,100
16,0
23,100
25,0
29,100
68,150
70,200
84,200
105,200
110,200
115,200
125,250
148,100
191,200
200,200

13,50
20,150
33,200
54,150
67,100
79,250
81,100
107,300
108,0
116,-100

6,0
16,0
42,300
45,50
50,50
59,300
96,400
111,0
123,-50
