

32,-4500
68,900
76,900
110,900
118,900
129,900
141,900
148,-4500
162,-4500
166,-4500
177,-4500
236,5350
245,5350

125,-4500
132,900

116,-4500
137,-4500
150,1450
152,1450
176,1450
180,1450
192,-4500
193,-4500
194,-4500
202,5350
206,5350
211,5350
221,5350
229,5350
231,5350
233,5350
235,5350
347,5350
364,5350
420,5350
442,5350
450,5350
460,5350
481,5350
545,5350
616,5350
648,5350
678,5350
709,5350
711,5350
713,5350
751,5350
789,5350
794,5350
797,5350
813,5350
828,5350
914,5350
925,5350
936,5350
997,5350
1030,5350
1036,5350
1109,5350
1113,5350
1146,5350
1181,5350
1193,5350
1231,5350
1239,5350
1274,5350
1346,5350
1367,5350
1377,5350
1431,5350
1449,5350
1468,5350
1498,5350
1550,5350
1557,5350
1597,5350
1613,5350
1621,5350
1656,5350
1683,5350
1741,5350
1780,5350
1787,5350
1884,5350
1918,5350
1949,5350
1954,5350
2006,5350
2082,5350
2125,5350
2188,5350
2193,5350
2206,5350
2250,5350
2316,5350

25,-4500
36,450
42,-4500
75,-4500
101,2900
132,2900
142,2900
149,2900
175,2900
185,2250
246,-4500
247,450
260,450
273,900
279,900
322,-4500
326,2250

115,-4500
123,450
126,450

47,-4500
54,450
71,-4500
106,-4500
107,-4500
132,4350
170,2250

22,-4500
82,450
99,450
111,450
112,450
151,450
168,-4500
169,-4500
180,2900
184,2900
206,2900
223,-4500
240,-4500
275,5350
284,2250
287,-4500
326,450
327,450
361,900

104,-4500
131,2250

185,-4500

74,-4500
83,-4500
120,1450
123,1450
138,2250

55,-4500
74,450
103,450
119,2250

100,-4500
