
4,-2500
5,-2500
6,-2500
7,-2500
14,-2500
36,4750
60,4750
108,4750
121,4750
194,4750
74,-2500
77,250
85,-2500
86,-2500
100,2500
120,-2500
121,-2500
123,4750
18,-2500
22,250
23,250
72,250
90,250
99,-2500
7,-2500
8,-2500
17,-2500
18,-2500
26,3750
39,3750
59,-2500
60,-2500
65,-2500
66,2500
83,2500
98,2500
107,-2500
122,1250
20,-2500
32,250
59,250
63,-2500
64,-2500
87,-2500
88,-2500
142,4750
152,4750
175,1250
75,-2500
78,-2500
108,-2500
109,-2500
110,-2500
134,4750
141,4750
161,1250
51,-2500
75,250
83,250
108,250
123,250
142,250
146,250
148,250
188,250
194,-2500
232,500
64,-2500
80,250
83,-2500
84,-2500
85,-2500
95,-2500
106,4750
145,4750
146,4750
91,-2500
100,250
114,250
120,250
129,250
130,250
57,-2500
88,1250
162,-2500
163,-2500
179,-2500
180,-2500
185,-2500
207,4750
215,4750
221,4750
230,4750
237,4750
244,4750
251,4750
260,4750
268,4750
34,-2500
41,-2500
47,1250
53,-2500
55,-2500
60,3750
85,3750
94,3750
101,3750
109,3750
56,-2500
57,-2500
67,1250
73,-2500
74,-2500
76,-2500
100,4750
126,4750
139,4750
181,4750
200,4750
75,-2500
77,-2500
105,-2500
176,-2500
187,-2500
203,4750
207,4750
213,4750
224,4750
236,4750
291,4750
3,-2500
4,-2500
5,-2500
6,-2500
7,-2500
46,4750
67,4750
85,4750
122,4750
141,4750
153,4750
160,4750
207,4750
245,4750
246,4750
6,-2500
14,-2500
17,-2500
18,-2500
28,3750
101,3750
106,3750
113,-2500
114,4750
135,4750
139,4750
146,4750
17,-2500
20,250
47,-2500
48,-2500
56,-2500
57,-2500
117,4750
122,4750
101,-2500
102,-2500
106,1250
123,1250
132,1250
141,1250
167,1250
2,-2500
3,-2500
6,-2500
7,2500
21,-2500
22,-2500
133,4750
159,4750
166,4750
173,4750
184,4750
221,4750
224,4750
228,4750
112,-2500
113,-2500
114,-2500
115,-2500
121,-2500
141,4750
151,4750
157,4750
164,4750
179,4750
16,-2500
17,-2500
24,-2500
26,2500
31,-2500
60,3750
102,3750
119,3750
36,-2500
37,-2500
45,-2500
53,-2500
54,-2500
96,4750
106,4750
115,4750
120,4750
127,4750
142,4750
44,-2500
50,-2500
51,-2500
140,-2500
141,250
146,-2500
147,-2500
153,2500
164,-2500
165,-2500
71,-2500
72,-2500
76,1250
85,1250
117,1250
122,1250
132,1250
140,1250
159,1250
163,1250
27,-2500
35,250
54,-2500
61,-2500
70,2500
85,2500
98,2500
133,2500
148,2500
149,2500
163,2500
164,2500
189,2500
190,2500
196,2500
214,-2500
217,-2500
244,4750
261,4750
275,4750
303,4750
329,4750
417,4750
16,-2500
18,250
134,250
144,250
167,1250
6,-2500
20,250
71,500
143,500
41,-2500
46,250
59,-2500
61,1250
76,-2500
49,-2500
55,-2500
69,1250
82,1250
95,1250
96,1250
133,1250
141,1250
35,-2500
36,-2500
43,-2500
44,-2500
45,-2500
79,4750
82,4750
91,4750
94,4750
104,4750
113,4750
156,4750
186,4750
191,4750
203,4750
209,4750
211,4750
213,4750
215,4750
217,4750
219,4750
221,4750
223,4750
228,4750
230,4750
232,4750
234,4750
236,4750
239,4750
242,4750
245,4750
32,-2500
47,250
52,250
93,250
124,250
62,-2500
71,250
102,250
118,250
126,250
133,-2500
136,1250
151,1250
161,1250
166,1250
192,1250
220,1250
235,1250
240,1250
256,1250
314,-2500
351,2500
361,2500
363,2500
50,-2500
51,-2500
55,1250
70,1250
76,-2500
80,2500
85,2500
101,2500
109,2500
114,2500
132,2500
135,2500
137,-2500
138,-2500
143,4750
149,4750
155,4750
161,4750
190,4750
199,4750
240,4750
314,1250
11,-2500
12,-2500
13,-2500
14,-2500
15,-2500
16,4750
78,1250
101,-2500
2,-2500
11,250
28,250
50,250
57,250
60,250
73,-2500
87,1250
108,1250
127,1250
135,1250
148,1250
7,-2500
34,250
82,250
98,250
99,250
101,250
126,250
153,1250
195,-2500
204,-2500
205,-2500
213,-2500
214,-2500
222,4750
236,4750
247,4750
260,4750
276,4750
281,4750
289,4750
301,4750
312,4750
380,1250
18,-2500
19,-2500
20,1250
25,1250
26,1250
31,1250
42,1250
49,1250
110,1250
139,1250
153,1250
165,-2500
172,1250
201,-2500
212,250
228,250
254,1250
2,-2500
3,-2500
4,-2500
5,-2500
6,-2500
19,4750
23,4750
32,4750
58,4750
96,4750
99,4750
100,4750
108,4750
146,4750
237,1250
249,-2500
12,-2500
13,-2500
14,-2500
18,2500
93,-2500
34,-2500
35,-2500
36,-2500
37,-2500
38,-2500
76,1250
13,-2500
96,-2500
122,1250
133,-2500
135,250
138,1250
208,-2500
225,-2500
226,-2500
227,-2500
228,-2500
229,4750
11,-2500
12,-2500
13,-2500
14,2500
16,2500
27,-2500
28,-2500
36,4750
44,4750
51,4750
58,4750
79,4750
98,4750
102,4750
126,4750
149,4750
315,4750
385,4750
392,4750
395,4750
403,4750
